DATE,MNCASS1URN,EQFXSUBPRIME038017,MNCASS1POP,NDCASS7URN,B080ACS027021,2020RATIO027021,B01002001E027021,B03002003E027021,B03002006E027021,B03002012E027021,B03002005E027021,EQFXSUBPRIME027021,ATNHPIUS27021A,CDC20N2U027021,ENU2702120510,BPPRIV027021,PUAAMN27021A647NCEN,PI27021,PCPI27021,HC01ESTVC1727021,HOWNRATEACS027021,S1101SPHOUSE027021,DMPCRATE027021,FBITC027021,RACEDISPARITY027021,B03002004E027021,CBR27021MNA647NCEN,NETMIGNACS038017,PUAAND38017A647NCEN,USPTOISSUED038017,2020RATIO038017,PUA0T17ND38017A647NCEN,MHICILBND38017A052NCEN,B01002001E038017,B03002012E038017,MHIND38017A052NCEN,CDC20N2U038017,S1701ACS038017,PI38017,PEAAND38017A647NCEN,S1101SPHOUSE038017,NDCASS7POP,DMPCRATE038017,PCPI38017,RACEDISPARITY038017,FBITC038017,HOWNRATEACS038017,NDCASS7LFN,ENU3801720510,ATNHPIUS38017A,B080ACS038017,BPPRIV038017,B14005DCYACS038017,B03002004E038017,CBR38017NDA647NCEN,HC01ESTVC1738017,S1501ACSTOTAL038017,HC01ESTVC1638017,B14005DCYACS027021,DP04ACS027021,MNCASS1LFN,USPTOISSUED027021,CDC20N2UAA027021,MHIMN27021A052NCEN,S1701ACS027021,HC01ESTVC1627021,MHICILBMN27021A052NCEN,MHICIUBMN27021A052NCEN,PUA0T17MN27021A647NCEN,PUA5T17RMN27021A647NCEN,NETMIGNACS027021,PEAAMN27021A647NCEN,PPAAMN27021A156NCEN,PECILBAAMN27021A647NCEN,PECIUBAAMN27021A647NCEN,PPCILBAAMN27021A156NCEN,PPCIUBAAMN27021A156NCEN,S1501ACSTOTAL027021,PE5T17MN27021A647NCEN,PP5T17MN27021A156NCEN,PECILB5T17MN27021A647NCEN,PECIUB5T17MN27021A647NCEN,PPCILB5T17MN27021A156NCEN,PEU18MN27021A647NCEN,PPU18MN27021A156NCEN,PECILBU18MN27021A647NCEN,PECIUBU18MN27021A647NCEN,PPCILBU18MN27021A156NCEN,PPCIUB5T17MN27021A156NCEN,PPCIUBU18MN27021A156NCEN,PUA5T17RND38017A647NCEN,MHICIUBND38017A052NCEN,DP04ACS038017,PPAAND38017A156NCEN,PECILBAAND38017A647NCEN,PECIUBAAND38017A647NCEN,PPCILBAAND38017A156NCEN,CDC20N2UAA038017,PPCIUBAAND38017A156NCEN,MWACL38017,PE5T17ND38017A647NCEN,PP5T17ND38017A156NCEN,PECILB5T17ND38017A647NCEN,PECIUB5T17ND38017A647NCEN,PPCILB5T17ND38017A156NCEN,PPCIUB5T17ND38017A156NCEN,PPU18ND38017A156NCEN,PECILBU18ND38017A647NCEN,PECIUBU18ND38017A647NCEN,PPCILBU18ND38017A156NCEN,PPCIUBU18ND38017A156NCEN,B03002005E038017,B03002003E038017,B03002006E038017,PEU18ND38017A647NCEN,county
2009-11-01,10.4,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,87096,,,,,,,,,,,,,13901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-12-01,11.6,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,86916,,,,,,,,,,,,,13776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-01-01,13.8,23.551663747810856,28.655,4.3,22.64217051477855,11.680988089986768,45.6,24502.0,104.0,389.0,2823.0,27.17678100263852,136.8,529.4,768.0,158.0,28299.0,986648.0,34438.0,20.2,84.02502828054298,31.632339379034732,55.3599998950958,1041.0,29.701902187320023,48.0,4473.0,3813.0,145533.0,1.0,14.386065207682002,32225.0,48323.0,31.4,2853.0,50932.0,272.5,,6354347.0,17446.0,25.800060042029425,150.208,50.789999961853,42287.0,26.694560966501662,205.0,62.5417216346951,88178,5686.0,139.52,15.939534655168178,566.0,4.325089879071794,2966.0,11658.0,36.4,48.0,94.0,12.198581560283687,32.166880204996794,13643,,348.6,40580.0,,89.6,38129.0,43031.0,6093.0,4335.0,-924.0,4655.0,16.4,3897.0,5413.0,13.7,19.1,29.4,1116.0,25.7,851.0,1381.0,19.6,1645.0,27.0,1282.0,2008.0,21.0,31.8,33.0,21841.0,53541.0,31.56898893848244,12.0,15488.0,19404.0,10.7,306.7,13.3,19.95,2387.0,10.9,1870.0,2904.0,8.5,13.3,12.7,3351.0,4837.0,10.4,15.0,1724.0,131854.0,2958.0,4094.0,CASS
2010-02-01,14.0,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88079,,,,,,,,,,,,,13783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-03-01,13.6,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88644,,,,,,,,,,,,,13853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-04-01,10.6,23.29906999510524,,3.6,,,,,,,,26.13932291666667,,,765.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,89359,5706.0,,,,,,,,,,,,14228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-05-01,9.2,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,89643,,,,,,,,,,,,,14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-06-01,9.1,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90425,,,,,,,,,,,,,15079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-07-01,8.8,23.842819186127816,,3.3,,,,,,,,26.171875,,,773.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,89662,5756.0,,,,,,,,,,,,15276,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-08-01,8.8,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88606,,,,,,,,,,,,,14955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-09-01,8.6,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,87597,,,,,,,,,,,,,14572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-10-01,8.5,24.51856946354883,,2.8,,,,,,,,26.978891820580483,,,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88555,5786.0,,,,,,,,,,,,14283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-11-01,10.8,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,88614,,,,,,,,,,,,,14320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2010-12-01,11.8,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88521,,,,,,,,,,,,,14005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-01-01,13.8,24.597637632106103,28.38,4.0,22.266756635177693,11.591863402735429,46.4,24417.0,100.0,386.0,2807.0,26.954530585541377,130.17,589.1,757.0,149.0,28102.0,1040527.0,36642.0,20.0,82.61595877021503,35.31994981179423,55.906999999657295,849.0,32.38398099133989,109.0,4532.0,3556.0,147586.0,1.0,14.531711105358529,32137.0,48630.0,31.5,3005.0,52444.0,230.0,,6939740.0,18355.0,25.27113702623907,152.80700000000002,48.3169999998063,45380.0,28.048732219966226,184.0,61.764045101590916,88466,5749.0,140.89,16.061984116495054,507.0,4.612725505023224,3045.0,11896.0,36.5,48.6,94.3,9.181494661921711,31.59287776708373,13813,,391.0,42297.0,,90.1,39938.0,44656.0,5850.0,4180.0,-1072.0,5142.0,18.3,4473.0,5811.0,15.9,20.7,29.5,1179.0,28.2,945.0,1413.0,22.6,1758.0,30.1,1451.0,2065.0,24.8,33.8,35.4,21784.0,56258.0,31.128348889809185,12.4,16436.0,20274.0,11.1,253.3,13.7,19.65,2252.0,10.3,1725.0,2779.0,7.9,12.7,12.1,3126.0,4648.0,9.7,14.5,1758.0,133834.0,3260.0,3887.0,CASS
2011-02-01,13.4,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,88509,,,,,,,,,,,,,13782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-03-01,13.3,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,88732,,,,,,,,,,,,,13704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-04-01,11.2,24.046799724707498,,3.4,,,,,,,,26.46683673469388,,,774.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,89639,5817.0,,,,,,,,,,,,13806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-05-01,9.2,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90087,,,,,,,,,,,,,14429,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-06-01,8.7,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,91184,,,,,,,,,,,,,14927,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-07-01,9.0,23.853897428921236,,3.0,,,,,,,,26.33563796354494,,,773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91203,5856.0,,,,,,,,,,,,15130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-08-01,7.9,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,90122,,,,,,,,,,,,,14757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-09-01,7.7,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,89245,,,,,,,,,,,,,14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-10-01,7.5,24.363684948894377,,2.7,,,,,,,,26.265520534861512,,,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89719,5919.0,,,,,,,,,,,,13901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-11-01,9.0,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89675,,,,,,,,,,,,,13746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2011-12-01,10.3,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88863,,,,,,,,,,,,,13539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-01-01,12.7,23.62241494329553,28.405,3.7,22.230894162230438,12.078359542530382,47.0,24289.0,109.0,362.0,2892.0,25.972356155576982,128.09,547.1,767.0,157.0,28077.0,1094157.0,38493.0,19.7,82.03805797616931,36.45211930926217,51.4109999998473,1059.0,32.58225847875484,75.0,4852.0,3806.0,151265.0,,13.808744913428548,32851.0,48995.0,31.7,3108.0,51995.0,234.1,12.7,7780484.0,16446.0,25.95839177185601,156.793,46.433999999891995,49545.0,28.170382790262828,210.0,61.937897081877935,87881,5933.0,142.38,16.351467539809672,915.0,4.659811857361627,3456.0,12312.0,37.0,49.1,94.6,7.327905255366397,32.85668637162486,13190,,368.6,43491.0,16.5,90.4,41574.0,45408.0,5860.0,4261.0,-1172.0,5006.0,17.8,4425.0,5587.0,15.7,19.9,28.8,1089.0,25.6,887.0,1291.0,20.9,1660.0,28.3,1390.0,1930.0,23.7,30.3,32.9,22410.0,54995.0,29.252362859924013,10.9,14603.0,18289.0,9.7,250.0,12.1,19.11,2201.0,9.8,1698.0,2704.0,7.6,12.0,10.9,2874.0,4302.0,8.7,13.1,1744.0,135977.0,3502.0,3588.0,CASS
2012-02-01,12.1,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,88331,,,,,,,,,,,,,13079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-03-01,11.9,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,87996,,,,,,,,,,,,,13224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-04-01,9.1,23.483146067415728,,2.9,,,,,,,,25.590179414542018,,,774.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,89089,6002.0,,,,,,,,,,,,13427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-05-01,7.6,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,89820,,,,,,,,,,,,,14057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-06-01,7.7,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,90572,,,,,,,,,,,,,14624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-07-01,7.4,23.39272893414268,,2.6,,,,,,,,25.865384615384613,,,780.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,90758,6061.0,,,,,,,,,,,,14950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-08-01,7.2,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,90370,,,,,,,,,,,,,14639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-09-01,6.6,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89593,,,,,,,,,,,,,14196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-10-01,6.8,23.55756791720569,,2.4,,,,,,,,25.87255843739993,,,773.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,90383,6123.0,,,,,,,,,,,,13849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-11-01,8.4,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90346,,,,,,,,,,,,,13499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2012-12-01,9.8,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,90181,,,,,,,,,,,,,13491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-01-01,11.5,22.661228651542192,28.476999999999997,3.7,22.87814739937512,11.694523501509273,47.5,24172.0,125.0,402.0,2866.0,25.10249132765689,126.42,554.7,753.0,167.0,28236.0,1081066.0,37899.0,19.6,81.6746105143345,37.414522956691634,49.9409999996424,1274.0,33.05778784056426,77.0,4728.0,4233.0,157389.0,1.0,13.45769409576941,35123.0,50280.0,31.7,3303.0,53077.0,258.6,13.0,8219547.0,20724.0,26.7627205173294,162.95600000000002,38.9439999996684,50351.0,31.13883740054695,160.0,60.699111367261324,89565,6110.0,149.21,16.435774267835956,1203.0,4.298302170642597,3838.0,12150.0,37.2,50.0,94.6,9.097918272937546,31.96156925540432,13620,,336.9,48367.0,16.4,90.8,46222.0,50512.0,5904.0,4318.0,-1223.0,4329.0,15.3,3638.0,5020.0,12.9,17.7,28.9,1045.0,24.2,817.0,1273.0,18.9,1569.0,26.6,1273.0,1865.0,21.6,29.5,31.6,24122.0,55874.0,28.69972485856493,13.2,18790.0,22658.0,12.0,275.1,14.4,19.25,2345.0,9.7,1808.0,2882.0,7.5,11.9,11.2,3179.0,4683.0,9.1,13.3,1545.0,138822.0,3623.0,3931.0,CASS
2013-02-01,10.9,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,90364,,,,,,,,,,,,,13396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-03-01,10.8,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,90627,,,,,,,,,,,,,13475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-04-01,9.3,22.3177050423354,,3.0,,,,,,,,24.716624685138534,,,759.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,91196,6183.0,,,,,,,,,,,,13612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-05-01,7.3,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,91937,,,,,,,,,,,,,14208,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-06-01,7.4,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,92707,,,,,,,,,,,,,14822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-07-01,6.9,22.47930888660666,,2.5,,,,,,,,24.12630288166769,,,761.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,93047,6232.0,,,,,,,,,,,,15084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-08-01,6.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,92201,,,,,,,,,,,,,14758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-09-01,6.0,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,91518,,,,,,,,,,,,,14272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-10-01,6.0,22.976688583383144,,2.0,,,,,,,,24.094202898550726,,,748.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,91985,6303.0,,,,,,,,,,,,13752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-11-01,7.6,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,91201,,,,,,,,,,,,,13439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2013-12-01,9.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,90951,,,,,,,,,,,,,13451,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-01-01,10.5,21.643167350823962,28.543000000000003,3.0,22.837726145651573,11.622512069111545,48.0,24108.0,131.0,429.0,2814.0,24.51068955133996,126.33,605.4,737.0,151.0,28257.0,1140816.0,39953.0,19.6,81.09279522523802,39.24503742271396,40.1469999998808,1207.0,32.81710796041469,91.0,4623.0,4782.0,161273.0,2.0,13.487767018996232,35916.0,50857.0,31.8,3511.0,53755.0,264.4,12.7,8827335.0,18221.0,28.15760266370699,166.81,34.5969999996014,52794.0,31.602741190176342,152.0,59.92930507278572,90789,6370.0,162.14,16.442438306542904,1029.0,3.835182250396196,4481.0,12213.0,37.4,51.1,94.8,9.331131296449216,31.06194690265487,13382,,403.3,45179.0,17.0,91.2,42979.0,47379.0,5873.0,4284.0,-1121.0,4434.0,15.7,3773.0,5095.0,13.4,18.0,29.2,1051.0,24.5,821.0,1281.0,19.1,1521.0,25.9,1214.0,1828.0,20.7,29.9,31.1,24454.0,56653.0,27.517491538800105,11.3,16163.0,20279.0,10.0,274.0,12.6,19.36,2732.0,11.2,2220.0,3244.0,9.1,13.3,12.4,3679.0,5213.0,10.3,14.5,1630.0,141434.0,3927.0,4446.0,CASS
2014-02-01,10.3,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,91322,,,,,,,,,,,,,13388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-03-01,10.4,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,91472,,,,,,,,,,,,,13469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-04-01,8.0,21.008452688424512,,2.4,,,,,,,,24.22598148739227,,,749.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,92460,6447.0,,,,,,,,,,,,13659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-05-01,6.0,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,93553,,,,,,,,,,,,,14179,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-06-01,5.9,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,94158,,,,,,,,,,,,,14793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-07-01,5.7,21.090379008746353,,2.2,,,,,,,,23.803486529318548,,,754.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,94691,6514.0,,,,,,,,,,,,14939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-08-01,5.3,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,93555,,,,,,,,,,,,,14796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-09-01,4.9,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,93286,,,,,,,,,,,,,14235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-10-01,4.6,21.484555094513606,,2.0,,,,,,,,23.837022778312484,,,751.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,93215,6624.0,,,,,,,,,,,,13816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-11-01,6.6,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,92697,,,,,,,,,,,,,13627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2014-12-01,8.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,92807,,,,,,,,,,,,,13632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-01-01,9.4,21.049910975819884,28.677,3.1,23.062408625730995,11.128055690464628,48.3,24010.0,142.0,465.0,3034.0,23.230088495575217,129.42,595.4,737.0,209.0,28405.0,1199175.0,41830.0,20.2,81.00493240126326,38.481256007689844,40.2789999996312,453.0,31.55394960373398,90.0,4612.0,6465.0,166172.0,8.0,13.635756730980852,37309.0,52141.0,31.9,3805.0,55946.0,265.0,12.1,9129476.0,17733.0,29.764374235413012,170.923,38.050999999977606,53226.0,31.304206244887414,183.0,59.89434518140374,92041,6626.0,171.36,16.525533146342553,1126.0,3.234954311521899,4980.0,12202.0,36.8,51.5,94.9,7.672849915682968,29.491416136052234,13524,,379.7,47645.0,16.6,91.3,45242.0,50048.0,5951.0,4334.0,-749.0,4259.0,15.0,3583.0,4935.0,12.6,17.4,30.5,1074.0,24.8,861.0,1287.0,19.9,1550.0,26.0,1264.0,1836.0,21.2,29.7,30.8,25432.0,59751.0,27.64292463973541,10.7,15695.0,19771.0,9.5,271.3,11.9,19.73,2232.0,8.8,1689.0,2775.0,6.7,10.9,10.0,2991.0,4471.0,8.0,12.0,1720.0,144298.0,4262.0,3731.0,CASS
2015-02-01,9.2,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,93245,,,,,,,,,,,,,13462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-03-01,9.3,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,93345,,,,,,,,,,,,,13555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-04-01,6.8,20.241829692579707,,2.3,,,,,,,,22.967863894139885,,,743.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,94522,6719.0,,,,,,,,,,,,13775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-05-01,5.8,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,95500,,,,,,,,,,,,,14246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-06-01,5.5,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,96002,,,,,,,,,,,,,14763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
